Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power_W,Temp_Diff_K,Strain_Load,Machine failure,UDI,Product ID,TWF,HDF,PWF,OSF,RNF
L,298.4,308.5,1490,37.9,110,5913.6292913623065,10.100000000000025,4169.0,0,204,S50203,0.0,0.0,0.0,0.0,0.0
L,298.4,308.5,1741,32.8,112,5980.000672157147,10.100000000000025,3673.6,0,205,S50204,0.0,0.0,0.0,0.0,0.0
M,298.5,308.6,1344,53.0,114,7459.397596683605,10.100000000000025,6042.0,0,206,S50205,0.0,0.0,0.0,0.0,0.0
L,298.5,308.7,1609,35.3,117,5947.841235359899,10.199999999999989,4130.099999999999,0,207,S50206,0.0,0.0,0.0,0.0,0.0
M,298.4,308.7,1421,60.7,119,9032.571061919718,10.300000000000011,7223.3,1,208,S50207,0.0,1.0,0.0,0.0,0.0
L,298.4,308.6,1591,36.7,122,6114.555085510398,10.200000000000044,4477.400000000001,0,209,S50208,0.0,0.0,0.0,0.0,0.0
L,298.4,308.6,1477,44.0,124,6805.527445716449,10.200000000000044,5456.0,0,210,S50209,0.0,0.0,0.0,0.0,0.0
L,298.4,308.7,1523,36.1,126,5757.523552405431,10.300000000000011,4548.6,0,211,S50210,0.0,0.0,0.0,0.0,0.0
L,298.5,308.7,1575,33.9,128,5591.249525226434,10.199999999999989,4339.2,0,212,S50211,0.0,0.0,0.0,0.0,0.0
H,298.4,308.7,1344,52.9,130,7445.323261595522,10.300000000000011,6877.0,0,213,S50212,0.0,0.0,0.0,0.0,0.0
L,298.4,308.7,1386,44.9,135,6516.856968753594,10.300000000000011,6061.5,0,214,S50213,0.0,0.0,0.0,0.0,0.0
M,298.3,308.6,1589,37.1,137,6173.428531838671,10.300000000000011,5082.7,0,215,S50214,0.0,0.0,0.0,0.0,0.0
L,298.3,308.6,1548,40.3,140,6532.879091286903,10.300000000000011,5642.0,0,216,S50215,0.0,0.0,0.0,0.0,0.0
L,298.3,308.6,1499,38.3,142,6012.13916500337,10.300000000000011,5438.599999999999,0,217,S50216,0.0,0.0,0.0,0.0,0.0
L,298.3,308.5,1664,31.6,144,5506.416051603998,10.199999999999989,4550.400000000001,0,218,S50217,0.0,0.0,0.0,0.0,0.0
L,298.3,308.6,1447,38.1,146,5773.2734035754265,10.300000000000011,5562.6,0,219,S50218,0.0,0.0,0.0,0.0,0.0
M,298.3,308.5,1434,46.2,148,6937.767552481556,10.199999999999989,6837.6,0,220,S50219,0.0,0.0,0.0,0.0,0.0
L,298.3,308.5,1416,52.7,151,7814.523230245396,10.199999999999989,7957.700000000001,0,221,S50220,0.0,0.0,0.0,0.0,0.0
H,298.4,308.5,1827,24.3,153,4649.148720267927,10.100000000000025,3717.9,0,222,S50221,0.0,0.0,0.0,0.0,0.0
L,298.4,308.6,1304,45.0,158,6144.955230421635,10.200000000000044,7110.0,0,223,S50222,0.0,0.0,0.0,0.0,0.0
L,298.4,308.6,1569,34.4,160,5652.102174926468,10.200000000000044,5504.0,0,224,S50223,0.0,0.0,0.0,0.0,0.0
L,298.3,308.6,1584,29.3,162,4860.169498809554,10.300000000000011,4746.6,0,225,S50224,0.0,0.0,0.0,0.0,0.0
L,298.3,308.5,1362,53.8,164,7673.402888246141,10.199999999999989,8823.199999999999,0,226,S50225,0.0,0.0,0.0,0.0,0.0
L,298.3,308.4,1329,49.2,166,6847.28968405817,10.099999999999966,8167.200000000001,0,227,S50226,0.0,0.0,0.0,0.0,0.0
L,298.3,308.5,1539,36.1,168,5818.009682962545,10.199999999999989,6064.8,0,228,S50227,0.0,0.0,0.0,0.0,0.0
M,298.3,308.5,1629,37.1,170,6328.832648436246,10.199999999999989,6307.0,0,229,S50228,0.0,0.0,0.0,0.0,0.0
L,298.3,308.5,1538,32.2,173,5186.099264643983,10.199999999999989,5570.6,0,230,S50229,0.0,0.0,0.0,0.0,0.0
L,298.3,308.6,1570,34.8,175,5721.468540717731,10.300000000000011,6089.999999999999,0,231,S50230,0.0,0.0,0.0,0.0,0.0
L,298.3,308.4,1408,43.1,177,6354.897395485529,10.099999999999966,7628.7,0,232,S50231,0.0,0.0,0.0,0.0,0.0
L,298.2,308.4,1424,47.6,179,7098.156329422827,10.199999999999989,8520.4,0,233,S50232,0.0,0.0,0.0,0.0,0.0
L,298.2,308.4,1512,34.9,181,5525.935813958303,10.199999999999989,6316.9,0,234,S50233,0.0,0.0,0.0,0.0,0.0
L,298.2,308.4,1478,42.9,183,6639.881737068171,10.199999999999989,7850.7,0,235,S50234,0.0,0.0,0.0,0.0,0.0
M,298.1,308.3,1680,33.7,185,5928.8136558546585,10.199999999999989,6234.500000000001,0,236,S50235,0.0,0.0,0.0,0.0,0.0
L,298.1,308.3,1495,38.7,188,6058.718512080596,10.199999999999989,7275.6,0,237,S50236,0.0,0.0,0.0,0.0,0.0
M,298.0,308.1,1552,36.6,190,5948.417194013058,10.100000000000025,6954.0,0,238,S50237,0.0,0.0,0.0,0.0,0.0
L,297.9,308.1,1393,50.3,193,7337.493329748808,10.200000000000044,9707.9,0,239,S50238,0.0,0.0,0.0,0.0,0.0
L,298.0,308.2,1611,30.6,195,5162.327880231821,10.199999999999989,5967.0,0,240,S50239,0.0,0.0,0.0,0.0,0.0
M,298.0,308.1,1339,51.6,197,7235.339208629582,10.100000000000025,10165.2,0,241,S50240,0.0,0.0,0.0,0.0,0.0
L,298.0,308.1,1777,24.3,200,4521.914217797541,10.100000000000025,4860.0,0,242,S50241,0.0,0.0,0.0,0.0,0.0
L,298.0,308.2,1348,58.8,202,8300.33911819652,10.199999999999989,11877.6,1,243,S50242,0.0,1.0,0.0,0.0,0.0
L,298.0,308.2,1442,44.1,204,6659.359611520428,10.199999999999989,8996.4,0,244,S50243,0.0,0.0,0.0,0.0,0.0
M,298.0,308.2,1395,49.1,206,7172.727267043536,10.199999999999989,10114.6,0,245,S50244,0.0,0.0,0.0,0.0,0.0
M,297.9,308.1,1627,31.4,209,5349.901905602154,10.200000000000044,6562.599999999999,0,246,S50245,0.0,0.0,0.0,0.0,0.0
L,297.9,308.1,1585,33.5,212,5560.357197466135,10.200000000000044,7102.0,0,247,S50246,0.0,0.0,0.0,0.0,0.0
L,298.0,308.2,1469,45.5,214,6999.416072320499,10.199999999999989,9737.0,0,248,S50247,0.0,0.0,0.0,0.0,0.0
L,298.0,308.3,1362,56.8,216,8101.28780766507,10.300000000000011,12268.8,1,249,S50248,0.0,0.0,0.0,1.0,0.0
L,298.0,308.3,1405,56.2,218,8268.776584003457,10.300000000000011,12251.6,1,250,S50249,0.0,0.0,0.0,1.0,0.0
L,298.0,308.3,1662,32.7,0,5691.246419390198,10.300000000000011,0.0,0,251,S50250,0.0,0.0,0.0,0.0,0.0
M,298.0,308.2,1466,42.6,2,6539.916258830944,10.199999999999989,85.2,0,252,S50251,0.0,0.0,0.0,0.0,0.0
L,298.0,308.2,1620,35.8,5,6073.326917919787,10.199999999999989,179.0,0,253,S50252,0.0,0.0,0.0,0.0,0.0
L,298.0,308.2,1357,48.2,7,6849.446911013635,10.199999999999989,337.40000000000003,0,254,S50253,0.0,0.0,0.0,0.0,0.0
L,298.0,308.2,1514,37.9,9,6008.882380619149,10.199999999999989,341.1,0,255,S50254,0.0,0.0,0.0,0.0,0.0
L,298.0,308.2,1489,40.4,11,6299.479701076206,10.199999999999989,444.4,0,256,S50255,0.0,0.0,0.0,0.0,0.0
L,298.1,308.3,1331,63.0,13,8781.06562604883,10.199999999999989,819.0,0,257,S50256,0.0,0.0,0.0,0.0,0.0
L,298.0,308.0,1615,29.5,15,4989.110933288391,10.0,442.5,0,258,S50257,0.0,0.0,0.0,0.0,0.0
L,298.1,308.2,1482,37.9,17,5881.878261610026,10.099999999999966,644.3,0,259,S50258,0.0,0.0,0.0,0.0,0.0
M,298.1,308.2,1420,63.9,19,9502.061140047686,10.099999999999966,1214.1,1,260,S50259,0.0,0.0,0.0,1.0,0.0
M,298.2,308.3,1522,49.1,22,7825.728244043199,10.100000000000025,1080.2,0,261,S50260,0.0,0.0,0.0,0.0,0.0
L,298.1,308.2,1654,32.1,25,5559.927846470145,10.099999999999966,802.5,0,262,S50261,0.0,0.0,0.0,0.0,0.0
M,298.1,308.2,1736,26.8,27,4872.065662991147,10.099999999999966,723.6,0,263,S50262,0.0,0.0,0.0,0.0,0.0
M,298.0,308.1,1587,32.3,30,5367.945119409271,10.100000000000025,969.0,0,264,S50263,0.0,0.0,0.0,0.0,0.0
L,298.1,308.2,1390,47.5,33,6914.1218317755365,10.099999999999966,1567.5,0,265,S50264,0.0,0.0,0.0,0.0,0.0
L,298.0,308.1,1454,37.1,35,5648.939638321855,10.100000000000025,1298.5,0,266,S50265,0.0,0.0,0.0,0.0,0.0
H,298.0,308.1,1440,43.7,37,6589.80475016995,10.100000000000025,1616.9,0,267,S50266,0.0,0.0,0.0,0.0,0.0
L,297.9,308.0,1954,21.1,42,4317.532671730501,10.100000000000025,886.2,0,268,S50267,0.0,0.0,0.0,0.0,0.0
H,297.9,308.0,1800,24.8,44,4674.689868541612,10.100000000000025,1091.2,0,269,S50268,0.0,0.0,0.0,0.0,0.0
L,298.0,308.0,1524,37.0,49,5904.937551687374,10.0,1813.0,0,270,S50269,0.0,0.0,0.0,0.0,0.0
H,298.0,308.0,1520,39.6,51,6303.2915001625615,10.0,2019.6,0,271,S50270,0.0,0.0,0.0,0.0,0.0
M,298.1,308.1,1452,40.8,56,6203.765844896837,10.0,2284.8,0,272,S50271,0.0,0.0,0.0,0.0,0.0
L,298.1,308.1,1484,40.4,59,6278.326310542034,10.0,2383.6,0,273,S50272,0.0,0.0,0.0,0.0,0.0
L,298.1,308.0,1426,46.0,61,6869.197056829203,9.899999999999975,2806.0,0,274,S50273,0.0,0.0,0.0,0.0,0.0
L,298.1,308.0,1652,28.5,63,4930.415510543822,9.899999999999975,1795.5,0,275,S50274,0.0,0.0,0.0,0.0,0.0
L,298.0,308.0,1401,54.7,65,8025.167017668591,10.0,3555.5,0,276,S50275,0.0,0.0,0.0,0.0,0.0
M,298.0,307.9,1750,26.6,67,4874.704600820162,9.899999999999975,1782.2,0,277,S50276,0.0,0.0,0.0,0.0,0.0
H,298.0,308.0,1479,50.7,70,7852.442253574224,10.0,3549.0,0,278,S50277,0.0,0.0,0.0,0.0,0.0
M,298.0,308.0,1620,29.4,75,4987.592496839155,10.0,2205.0,0,279,S50278,0.0,0.0,0.0,0.0,0.0
L,298.0,308.1,1819,23.4,78,4457.35448876627,10.100000000000025,1825.2,0,280,S50279,0.0,0.0,0.0,0.0,0.0
M,298.1,308.1,1456,43.7,80,6663.024802949616,10.0,3496.0,0,281,S50280,0.0,0.0,0.0,0.0,0.0
L,298.1,308.0,1626,36.5,83,6215.012746596688,9.899999999999975,3029.5,0,282,S50281,0.0,0.0,0.0,0.0,0.0
M,298.1,308.1,1390,49.8,85,7248.910888893089,10.0,4233.0,0,283,S50282,0.0,0.0,0.0,0.0,0.0
L,298.2,308.2,1469,43.0,88,6614.832771643548,10.0,3784.0,0,284,S50283,0.0,0.0,0.0,0.0,0.0
L,298.2,308.3,2051,19.2,90,4123.780180808106,10.100000000000025,1728.0,0,285,S50284,0.0,0.0,0.0,0.0,0.0
L,298.2,308.3,1568,36.0,92,5911.2207369945545,10.100000000000025,3312.0,0,286,S50285,0.0,0.0,0.0,0.0,0.0
L,298.2,308.3,1589,33.2,94,5524.469737386628,10.100000000000025,3120.8,0,287,S50286,0.0,0.0,0.0,0.0,0.0
L,298.2,308.3,1805,31.6,96,5973.005392515154,10.100000000000025,3033.6000000000004,0,288,S50287,0.0,0.0,0.0,0.0,0.0
H,298.2,308.4,1385,42.2,98,6120.555527478756,10.199999999999989,4135.6,0,289,S50288,0.0,0.0,0.0,0.0,0.0
L,298.1,308.4,1436,46.7,103,7022.632442030528,10.299999999999956,4810.1,0,290,S50289,0.0,0.0,0.0,0.0,0.0
L,298.1,308.4,1438,45.6,105,6866.767558510427,10.299999999999956,4788.0,0,291,S50290,0.0,0.0,0.0,0.0,0.0
L,298.0,308.3,1473,42.6,107,6571.143689807626,10.300000000000011,4558.2,0,292,S50291,0.0,0.0,0.0,0.0,0.0
L,298.1,308.4,1335,40.2,109,5619.9950980067815,10.299999999999956,4381.8,0,293,S50292,0.0,0.0,0.0,0.0,0.0
H,298.1,308.5,1392,44.8,111,6530.491480870174,10.399999999999975,4972.799999999999,0,294,S50293,0.0,0.0,0.0,0.0,0.0
M,298.1,308.5,1372,51.1,116,7341.818255635252,10.399999999999975,5927.6,0,295,S50294,0.0,0.0,0.0,0.0,0.0
M,298.1,308.6,1716,30.7,119,5516.762363409821,10.5,3653.3,0,296,S50295,0.0,0.0,0.0,0.0,0.0
L,298.0,308.5,1395,46.2,122,6749.083497706953,10.5,5636.400000000001,0,297,S50296,0.0,0.0,0.0,0.0,0.0
L,298.0,308.5,1713,25.3,124,4538.438995155423,10.5,3137.2000000000003,0,298,S50297,0.0,0.0,0.0,0.0,0.0
H,297.9,308.5,2129,18.7,126,4169.13430675043,10.600000000000025,2356.2,0,299,S50298,0.0,0.0,0.0,0.0,0.0
M,297.8,308.3,1567,35.6,131,5841.812483301244,10.5,4663.6,0,300,S50299,0.0,0.0,0.0,0.0,0.0
L,297.8,308.4,1622,38.3,134,6505.463459396576,10.599999999999966,5132.2,0,301,S50300,0.0,0.0,0.0,0.0,0.0
L,297.7,308.4,1740,27.1,136,4937.9553329124365,10.699999999999989,3685.6,0,302,S50301,0.0,0.0,0.0,0.0,0.0
H,297.8,308.4,1512,35.1,138,5557.603067906488,10.599999999999966,4843.8,0,303,S50302,0.0,0.0,0.0,0.0,0.0
M,297.8,308.4,1479,43.5,143,6737.302525255991,10.599999999999966,6220.5,0,304,S50303,0.0,0.0,0.0,0.0,0.0
L,297.8,308.4,1737,27.5,146,5002.200902678348,10.599999999999966,4015.0,0,305,S50304,0.0,0.0,0.0,0.0,0.0
L,297.8,308.4,2129,19.2,148,4280.608486075308,10.599999999999966,2841.6,0,306,S50305,0.0,0.0,0.0,0.0,0.0
L,297.8,308.4,1374,47.1,150,6776.98084047083,10.599999999999966,7065.0,0,307,S50306,0.0,0.0,0.0,0.0,0.0
M,297.8,308.4,1579,36.6,152,6051.9012560223055,10.599999999999966,5563.2,0,308,S50307,0.0,0.0,0.0,0.0,0.0
L,297.9,308.5,1305,47.2,155,6450.318036350564,10.600000000000025,7316.0,0,309,S50308,0.0,0.0,0.0,0.0,0.0
M,297.9,308.5,1449,40.8,157,6190.94814687019,10.600000000000025,6405.599999999999,0,310,S50309,0.0,0.0,0.0,0.0,0.0
H,298.0,308.6,1526,41.8,160,6679.738075866714,10.600000000000025,6688.0,0,311,S50310,0.0,0.0,0.0,0.0,0.0
M,298.0,308.6,1453,44.1,165,6710.159164728975,10.600000000000025,7276.5,0,312,S50311,0.0,0.0,0.0,0.0,0.0
L,297.9,308.6,1468,36.0,168,5534.22961856378,10.700000000000044,6048.0,0,313,S50312,0.0,0.0,0.0,0.0,0.0
L,298.0,308.6,1313,50.8,170,6984.849554383354,10.600000000000025,8636.0,0,314,S50313,0.0,0.0,0.0,0.0,0.0
M,297.9,308.5,1300,53.0,172,7215.191127744558,10.600000000000025,9116.0,0,315,S50314,0.0,0.0,0.0,0.0,0.0
L,297.9,308.4,1646,40.6,175,6998.169907234576,10.5,7105.0,0,316,S50315,0.0,0.0,0.0,0.0,0.0
L,297.8,308.4,1714,33.2,177,5959.056721133215,10.599999999999966,5876.400000000001,0,317,S50316,0.0,0.0,0.0,0.0,0.0
L,297.8,308.4,1685,28.4,179,5011.259161496198,10.599999999999966,5083.599999999999,0,318,S50317,0.0,0.0,0.0,0.0,0.0
L,297.8,308.4,1512,39.9,181,6317.617162662931,10.599999999999966,7221.9,0,319,S50318,0.0,0.0,0.0,0.0,0.0
L,297.8,308.4,1612,32.1,183,5418.744672617819,10.599999999999966,5874.3,0,320,S50319,0.0,0.0,0.0,0.0,0.0
H,297.8,308.4,1550,38.2,185,6200.456700635055,10.599999999999966,7067.000000000001,0,321,S50320,0.0,0.0,0.0,0.0,0.0
L,297.8,308.4,1518,32.5,190,5166.349118828415,10.599999999999966,6175.0,0,322,S50321,0.0,0.0,0.0,0.0,0.0
L,297.8,308.5,1448,40.0,192,6065.368216530694,10.699999999999989,7680.0,0,323,S50322,0.0,0.0,0.0,0.0,0.0
L,297.8,308.5,1561,46.3,194,7568.546997444825,10.699999999999989,8982.199999999999,0,324,S50323,0.0,0.0,0.0,0.0,0.0
M,297.8,308.5,1488,41.9,196,6528.983516396451,10.699999999999989,8212.4,0,325,S50324,0.0,0.0,0.0,0.0,0.0
L,297.8,308.5,1699,27.8,199,4946.144417762795,10.699999999999989,5532.2,0,326,S50325,0.0,0.0,0.0,0.0,0.0
L,297.7,308.5,1501,41.4,201,6507.432190792826,10.800000000000011,8321.4,0,327,S50326,0.0,0.0,0.0,0.0,0.0
L,297.7,308.5,1373,56.7,203,8152.338688285906,10.800000000000011,11510.1,1,328,S50327,0.0,1.0,1.0,0.0,0.0
H,297.6,308.4,1703,31.4,205,5599.80512921971,10.799999999999956,6437.0,0,329,S50328,0.0,0.0,0.0,0.0,0.0
H,297.7,308.5,1720,29.9,210,5385.527566293863,10.800000000000011,6279.0,0,330,S50329,0.0,0.0,0.0,0.0,0.0
M,297.6,308.4,1398,41.9,215,6134.085319840215,10.799999999999956,9008.5,0,331,S50330,0.0,0.0,0.0,0.0,0.0
M,297.6,308.4,1391,51.9,218,7560.022809378086,10.799999999999956,11314.2,0,332,S50331,0.0,0.0,0.0,0.0,0.0
M,297.6,308.3,1538,40.2,0,6474.571131636277,10.699999999999989,0.0,0,333,S50332,0.0,0.0,0.0,0.0,0.0
L,297.5,308.2,1647,31.3,3,5398.4185681490935,10.699999999999989,93.9,0,334,S50333,0.0,0.0,0.0,0.0,0.0
M,297.5,308.1,1469,44.8,5,6891.732748130952,10.600000000000025,224.0,0,335,S50334,0.0,0.0,0.0,0.0,0.0
L,297.4,308.1,1749,25.9,8,4743.71065914098,10.700000000000044,207.2,0,336,S50335,0.0,0.0,0.0,0.0,0.0
M,297.6,308.2,1995,20.5,10,4282.776185006285,10.599999999999966,205.0,0,337,S50336,0.0,0.0,0.0,0.0,0.0
L,297.6,308.3,1742,27.7,13,5053.08423169099,10.699999999999989,360.1,0,338,S50337,0.0,0.0,0.0,0.0,0.0
L,297.5,308.2,1563,38.2,15,6252.460531027478,10.699999999999989,573.0,0,339,S50338,0.0,0.0,0.0,0.0,0.0
M,297.5,308.2,1713,32.2,17,5776.195084743265,10.699999999999989,547.4000000000001,0,340,S50339,0.0,0.0,0.0,0.0,0.0
L,297.4,308.1,1474,39.4,20,6081.662610427314,10.700000000000044,788.0,0,341,S50340,0.0,0.0,0.0,0.0,0.0
M,297.4,308.2,1530,32.6,22,5223.21194585839,10.800000000000011,717.2,0,342,S50341,0.0,0.0,0.0,0.0,0.0
L,297.4,308.2,1471,46.5,25,7162.988329817408,10.800000000000011,1162.5,0,343,S50342,0.0,0.0,0.0,0.0,0.0
L,297.5,308.3,1388,48.6,27,7064.0595771558665,10.800000000000011,1312.2,0,344,S50343,0.0,0.0,0.0,0.0,0.0
M,297.5,308.2,2448,13.8,29,3537.684655354394,10.699999999999989,400.2000000000001,0,345,S50344,0.0,0.0,0.0,0.0,0.0
L,297.5,308.3,1585,32.9,32,5460.768710347338,10.800000000000011,1052.8,0,346,S50345,0.0,0.0,0.0,0.0,0.0
M,297.5,308.3,1459,45.2,34,6905.932746925179,10.800000000000011,1536.8000000000002,0,347,S50346,0.0,0.0,0.0,0.0,0.0
L,297.5,308.3,1544,40.8,37,6596.84191771399,10.800000000000011,1509.6,0,348,S50347,0.0,0.0,0.0,0.0,0.0
L,297.6,308.3,1617,31.7,39,5367.819455703128,10.699999999999989,1236.3,0,349,S50348,0.0,0.0,0.0,0.0,0.0
L,297.6,308.3,1595,34.3,41,5729.060722963907,10.699999999999989,1406.3,0,350,S50349,0.0,0.0,0.0,0.0,0.0
H,297.6,308.3,1400,44.3,43,6494.719212521299,10.699999999999989,1904.9,0,351,S50350,0.0,0.0,0.0,0.0,0.0
M,297.6,308.4,1611,31.0,48,5229.809290430929,10.799999999999956,1488.0,0,352,S50351,0.0,0.0,0.0,0.0,0.0
M,297.6,308.4,1507,46.0,51,7259.382864405055,10.799999999999956,2346.0,0,353,S50352,0.0,0.0,0.0,0.0,0.0
H,297.5,308.3,1674,30.0,54,5259.026102109314,10.800000000000011,1620.0,0,354,S50353,0.0,0.0,0.0,0.0,0.0
L,297.6,308.3,1658,34.3,59,5955.34964180198,10.699999999999989,2023.7,0,355,S50354,0.0,0.0,0.0,0.0,0.0
L,297.6,308.3,1623,36.9,61,6271.529998434768,10.699999999999989,2250.9,0,356,S50355,0.0,0.0,0.0,0.0,0.0
M,297.6,308.4,1398,48.9,63,7158.872843441205,10.799999999999956,3080.7,0,357,S50356,0.0,0.0,0.0,0.0,0.0
L,297.6,308.4,1517,34.2,66,5433.0075032651175,10.799999999999956,2257.2000000000003,0,358,S50357,0.0,0.0,0.0,0.0,0.0
M,297.6,308.3,1467,36.7,68,5637.996423911851,10.699999999999989,2495.6000000000004,0,359,S50358,0.0,0.0,0.0,0.0,0.0
M,297.6,308.3,1567,34.6,71,5677.716627028738,10.699999999999989,2456.6,0,360,S50359,0.0,0.0,0.0,0.0,0.0
M,297.5,308.3,1521,38.2,74,6084.4481559134965,10.800000000000011,2826.8,0,361,S50360,0.0,0.0,0.0,0.0,0.0
L,297.5,308.3,1596,36.8,77,6150.484433491953,10.800000000000011,2833.6,0,362,S50361,0.0,0.0,0.0,0.0,0.0
H,297.6,308.3,1640,30.9,79,5306.778310443878,10.699999999999989,2441.1,0,363,S50362,0.0,0.0,0.0,0.0,0.0
L,297.6,308.3,1438,47.8,84,7198.058975806982,10.699999999999989,4015.2,0,364,S50363,0.0,0.0,0.0,0.0,0.0
L,297.6,308.4,1407,55.2,86,8133.206389025544,10.799999999999956,4747.2,0,365,S50364,0.0,0.0,0.0,0.0,0.0
L,297.6,308.4,1353,57.5,88,8146.935148921731,10.799999999999956,5060.0,0,366,S50365,0.0,0.0,0.0,0.0,0.0
M,297.6,308.5,1552,40.9,90,6647.274951779619,10.899999999999975,3681.0,0,367,S50366,0.0,0.0,0.0,0.0,0.0
M,297.6,308.4,1569,38.3,93,6292.892828479178,10.799999999999956,3561.9,0,368,S50367,0.0,0.0,0.0,0.0,0.0
L,297.5,308.4,1489,39.5,96,6159.1447572403495,10.899999999999975,3792.0,0,369,S50368,0.0,0.0,0.0,0.0,0.0
H,297.5,308.4,1587,36.1,98,5999.468074633892,10.899999999999975,3537.8,0,370,S50369,0.0,0.0,0.0,0.0,0.0
M,297.5,308.3,1622,37.2,103,6318.62247231208,10.800000000000011,3831.6,0,371,S50370,0.0,0.0,0.0,0.0,0.0
L,297.5,308.4,1604,38.1,106,6399.675562774695,10.899999999999975,4038.6,0,372,S50371,0.0,0.0,0.0,0.0,0.0
M,297.4,308.3,1405,51.7,108,7606.685932259407,10.900000000000034,5583.6,0,373,S50372,0.0,0.0,0.0,0.0,0.0
L,297.4,308.3,1412,42.0,111,6210.300357616303,10.900000000000034,4662.0,0,374,S50373,0.0,0.0,0.0,0.0,0.0
L,297.4,308.3,1431,43.0,113,6443.720691778025,10.900000000000034,4859.0,0,375,S50374,0.0,0.0,0.0,0.0,0.0
L,297.4,308.2,1533,37.4,115,6004.023383981596,10.800000000000011,4301.0,0,376,S50375,0.0,0.0,0.0,0.0,0.0
M,297.4,308.2,1401,51.9,117,7614.372362285188,10.800000000000011,6072.3,0,377,S50376,0.0,0.0,0.0,0.0,0.0
M,297.4,308.2,1424,53.9,120,8037.618196552318,10.800000000000011,6468.0,0,378,S50377,0.0,0.0,0.0,0.0,0.0
L,297.3,308.2,1754,29.4,123,5400.146444108567,10.899999999999975,3616.2,0,379,S50378,0.0,0.0,0.0,0.0,0.0
L,297.3,308.2,1754,26.8,125,4922.582472860871,10.899999999999975,3350.0,0,380,S50379,0.0,0.0,0.0,0.0,0.0
L,297.5,308.3,2564,12.8,127,3436.8185872231384,10.800000000000011,1625.6,1,381,S50380,0.0,1.0,0.0,0.0,0.0
L,297.5,308.5,1546,40.4,129,6540.628353165757,11.0,5211.599999999999,0,382,S50381,0.0,0.0,0.0,0.0,0.0
L,297.5,308.5,1335,48.0,131,6710.441908067799,11.0,6288.0,0,383,S50382,0.0,0.0,0.0,0.0,0.0
M,297.5,308.6,1842,27.0,133,5208.13230112116,11.100000000000025,3591.0,0,384,S50383,0.0,0.0,0.0,0.0,0.0
L,297.5,308.5,1712,26.8,136,4804.709916498182,11.0,3644.8,0,385,S50384,0.0,0.0,0.0,0.0,0.0
M,297.6,308.6,1414,45.4,138,6722.547511759631,11.0,6265.2,0,386,S50385,0.0,0.0,0.0,0.0,0.0
L,297.6,308.7,1319,50.9,141,7030.580671444111,11.099999999999966,7176.9,0,387,S50386,0.0,0.0,0.0,0.0,0.0
L,297.7,308.7,1249,60.4,143,7900.016438325085,11.0,8637.199999999999,0,388,S50387,0.0,0.0,0.0,0.0,0.0
L,297.6,308.7,1455,48.2,145,7344.101146296859,11.099999999999966,6989.0,0,389,S50388,0.0,0.0,0.0,0.0,0.0
M,297.6,308.7,1408,54.8,147,8080.008753424755,11.099999999999966,8055.599999999999,0,390,S50389,0.0,0.0,0.0,0.0,0.0
L,297.6,308.7,1460,46.7,150,7140.002343568644,11.099999999999966,7005.0,0,391,S50390,0.0,0.0,0.0,0.0,0.0
L,297.6,308.6,1491,38.1,152,5948.825601058024,11.0,5791.2,0,392,S50391,0.0,0.0,0.0,0.0,0.0
M,297.6,308.5,1490,43.4,154,6771.807684567919,10.899999999999975,6683.599999999999,0,393,S50392,0.0,0.0,0.0,0.0,0.0
M,297.5,308.4,1350,52.2,157,7379.601143282425,10.899999999999975,8195.4,0,394,S50393,0.0,0.0,0.0,0.0,0.0
L,297.5,308.4,1528,39.9,160,6384.470254331321,10.899999999999975,6384.0,0,395,S50394,0.0,0.0,0.0,0.0,0.0
L,297.4,308.3,1571,37.7,162,6202.205520545554,10.900000000000034,6107.400000000001,0,396,S50395,0.0,0.0,0.0,0.0,0.0
L,297.4,308.3,1490,42.6,164,6646.9817364652845,10.900000000000034,6986.400000000001,0,397,S50396,0.0,0.0,0.0,0.0,0.0
M,297.4,308.3,1774,28.9,166,5368.835237327789,10.900000000000034,4797.4,0,398,S50397,0.0,0.0,0.0,0.0,0.0
H,297.4,308.3,1502,43.6,169,6857.803547472183,10.900000000000034,7368.400000000001,0,399,S50398,0.0,0.0,0.0,0.0,0.0
L,297.4,308.4,1392,49.7,174,7244.76398659035,11.0,8647.800000000001,0,400,S50399,0.0,0.0,0.0,0.0,0.0
L,297.4,308.5,2100,16.9,176,3716.5041091967246,11.100000000000025,2974.4,0,401,S50400,0.0,0.0,0.0,0.0,0.0
L,297.5,308.5,1722,30.4,178,5481.953516808045,11.0,5411.2,0,402,S50401,0.0,0.0,0.0,0.0,0.0
L,297.4,308.6,1678,32.3,180,5675.747895632488,11.200000000000044,5813.999999999999,0,403,S50402,0.0,0.0,0.0,0.0,0.0
L,297.3,308.6,1273,59.8,182,7971.833246386147,11.300000000000011,10883.6,0,404,S50403,0.0,0.0,0.0,0.0,0.0
L,297.3,308.6,1297,45.9,184,6234.2078777101215,11.300000000000011,8445.6,0,405,S50404,0.0,0.0,0.0,0.0,0.0
L,297.3,308.5,1350,57.6,186,8143.008158104744,11.199999999999989,10713.6,0,406,S50405,0.0,0.0,0.0,0.0,0.0
L,297.4,308.6,1439,51.9,188,7820.900663332181,11.200000000000044,9757.2,0,407,S50406,0.0,0.0,0.0,0.0,0.0
